Date,Rm,AbsoluteRm,SquaredRm,Csad
2002-08-31,0.051596583805048175,0.051596583805048175,0.0026622074603513597,0.09231770017044004
2002-09-30,0.04558273114457492,0.04558273114457492,0.0020777853785986008,0.05344201886209307
2002-10-31,0.05875698708875225,0.05875698708875225,0.003452383531747799,0.0561785681226216
2002-11-30,0.17736617057109305,0.17736617057109305,0.03145875846305408,0.4511718524050401
2002-12-31,0.06466388687263543,0.06466388687263543,0.004181418265476992,0.07636156645592036
2003-01-31,0.057113118675630424,0.057113118675630424,0.0032619083248566446,0.07855247668176546
2003-02-28,0.07740779676111702,0.07740779676111702,0.005991966999410398,0.06994946009529993
2003-03-31,0.0541115433967402,0.0541115433967402,0.002928059128777298,0.058989103957875544
2003-04-30,0.10411179417967933,0.10411179417967933,0.010839265687311911,0.08180832320029333
2003-05-31,0.08983283075708717,0.08983283075708717,0.008069937481831468,0.07992835411582334
2003-06-30,0.05050849844037673,0.05050849844037673,0.002551108414701538,0.05458632931039163
2003-07-31,0.005289230491084181,0.005289230491084181,2.7975959187814607e-05,0.024978279010868937
2003-08-31,0.06412463956255336,0.06412463956255336,0.004111969399027384,0.05491926725690259
2003-09-30,0.08951665917279472,0.08951665917279472,0.008013232269458293,0.0742434532562089
2003-10-31,0.0583998853122207,0.0583998853122207,0.003410546604480531,0.04997023077911819
2003-11-30,0.06574575419057344,0.06574575419057344,0.004322504194087305,0.05447728813736813
2003-12-31,0.05932776187664418,0.05932776187664418,0.0035197833292917946,0.05608396724630417
2004-01-31,0.07823869054488135,0.07823869054488135,0.006121292698177706,0.06842044706742087
2004-02-29,0.053679043295657425,0.053679043295657425,0.002881439689137064,0.055095627321098094
2004-03-31,0.06029249709561776,0.06029249709561776,0.003635185206025076,0.04961994110096473
2004-04-30,0.030737780844189287,0.030737780844189287,0.0009448111712254099,0.022110915372329572
2004-05-31,0.039232029673091064,0.039232029673091064,0.0015391521522702977,0.03984239089651044
2004-06-30,0.054198921669597555,0.054198921669597555,0.0029375231101471714,0.052115080844468586
2004-07-31,0.05040172038296026,0.05040172038296026,0.0025403334175621117,0.05982266565936289
2004-08-31,0.19746447190405736,0.19746447190405736,0.03899221766434826,0.0909128375663408
2004-09-30,0.047135723353400126,0.047135723353400126,0.00222177641604827,0.06423637001727674
2004-10-31,0.05133421908775914,0.05133421908775914,0.002635202049350055,0.05350176772153959
2004-11-30,0.040431453094807085,0.040431453094807085,0.0016347023993575854,0.05170559303675841
2004-12-31,0.06393760676697313,0.06393760676697313,0.0040880175590880885,0.05340110733183299
2005-01-31,0.07934236595288408,0.07934236595288408,0.006295211035001378,0.05403711773663725
2005-02-28,0.05983386736884821,0.05983386736884821,0.0035800916843129185,0.05222484501777915
2005-03-31,0.022259389233284712,0.022259389233284712,0.0004954804090388713,0.020301591451740243
2005-04-30,0.035817726674648005,0.035817726674648005,0.0012829095441397912,0.04708977450371491
2005-05-31,0.048082581221025975,0.048082581221025975,0.0023119346168765597,0.06201256765596039
2005-06-30,0.05657612341209222,0.05657612341209222,0.0032008577403402896,0.05129494102926109
2005-07-31,0.0773708831992461,0.0773708831992461,0.0059862535670313815,0.04356800576593027
2005-08-31,0.04710291836303846,0.04710291836303846,0.0022186849183150658,0.0572100912180034
2005-09-30,0.019597669844760652,0.019597669844760652,0.00038406866334424097,0.030032179172586427
2005-10-31,0.04777251706268902,0.04777251706268902,0.0022822133865049135,0.03364817685719528
2005-11-30,0.02948663668004449,0.02948663668004449,0.0008694617427009451,0.05775506600034321
2005-12-31,0.035206064864068645,0.035206064864068645,0.0012394670032130088,0.051080362857076116
2006-01-31,0.07396242439255685,0.07396242439255685,0.005470440222024688,0.05222438454755593
2006-02-28,0.06198844019775409,0.06198844019775409,0.003842566718150535,0.056299127996495064
2006-03-31,0.04051254705313102,0.04051254705313102,0.0016412664687321553,0.041367454923580724
2006-04-30,0.05688256277423545,0.05688256277423545,0.003235625947764837,0.04301161597687548
2006-05-31,0.05532048205781646,0.05532048205781646,0.0030603557351091925,0.05127935543922108
2006-06-30,0.06360849214357805,0.06360849214357805,0.004046040272779631,0.0406048073950665
2006-07-31,0.062081189750657684,0.062081189750657684,0.003854074120857165,0.05830757885338451
2006-08-31,0.07243670473858518,0.07243670473858518,0.005247076193384969,0.06653668557441889
2006-09-30,0.05209417299909221,0.05209417299909221,0.0027138028604593483,0.053255170976378434
2006-10-31,0.04751736576500383,0.04751736576500383,0.002257900049245158,0.05400544114560067
2006-11-30,0.061256535716516035,0.061256535716516035,0.0037523631679888046,0.06390104969581377
2006-12-31,0.03967997543728271,0.03967997543728271,0.0015745004507033591,0.042619116811373016
2007-01-31,0.0700520552963045,0.0700520552963045,0.004907290451236503,0.052517573948060496
2007-02-28,0.07563275263961962,0.07563275263961962,0.005720313271845888,0.061852726239334556
2007-03-31,0.03140705991395999,0.03140705991395999,0.0009864034124390725,0.0427384222059037
2007-04-30,0.06414565450401127,0.06414565450401127,0.004114664991747982,0.05427931932887796
2007-05-31,0.04041963456399748,0.04041963456399748,0.0016337468582870995,0.03928114707417533
2007-06-30,0.02953277415505857,0.02953277415505857,0.0008721847492936955,0.03438862090167959
2007-07-31,0.03551894670456745,0.03551894670456745,0.0012615955750019028,0.039999915726511986
2007-08-31,0.05489636496744853,0.05489636496744853,0.00301361088663931,0.054905824435275655
2007-09-30,0.07090587506082127,0.07090587506082127,0.005027643118140796,0.05634066088823539
2007-10-31,0.05800562163680812,0.05800562163680812,0.0033646521414725425,0.05939802526183827
2007-11-30,0.022568235949344782,0.022568235949344782,0.0005093252738652982,0.039951717115662796
2007-12-31,0.05264164622592853,0.05264164622592853,0.002771142917375816,0.04000420567569799
2008-01-31,0.06571634527848032,0.06571634527848032,0.004318638036760442,0.06562874343616117
2008-02-29,-0.012877283301846587,0.012877283301846587,0.00016582442523601696,0.04353582099243385
2008-03-31,0.03412543653700412,0.03412543653700412,0.0011645454188410956,0.038529998100347504
2008-04-30,0.07515120996787623,0.07515120996787623,0.00564770435963582,0.0666383893397079
2008-05-31,0.03526314821205843,0.03526314821205843,0.0012434896218255994,0.045276042515873506
2008-06-30,0.044505047836916285,0.044505047836916285,0.0019806992829662067,0.05063538607862449
2008-07-31,0.04612970920035689,0.04612970920035689,0.002127950070909491,0.038556319811436424
2008-08-31,0.04550550986798294,0.04550550986798294,0.002070751428345093,0.1710767694804935
2008-09-30,-0.12674542738899544,0.12674542738899544,0.016064403364019115,0.03019284120482088
2008-10-31,0.008604724749810387,0.008604724749810387,7.404128801999942e-05,0.0044873232946811255
2008-11-30,0.03835535012620394,0.03835535012620394,0.0014711328833036926,0.06546586151387247
